business_id,is_open,successful,stars,review_count,pop_sqmi,nn_count,nn_percent_rest,nn_all_percent_open,nn_max_cat_sim,nn_min_cat_sim,nn_avg_stars,nn_max_stars,nn_min_stars,nn_avg_review_count,nn_max_review_count,nn_min_review_count,nn_rest_avg_stars,nn_rest_max_stars,nn_rest_min_stars,nn_rest_avg_review_count,nn_rest_max_review_count,nn_rest_min_review_count,nn_weighted_avg_stars,nn_weighted_avg_review_count,nn_weighted_sum_stars,nn_weighted_sum_review_count,nn_rest_percent_open,nn_mean_cat_sim,cn_opyear_emp,cn_opyear_qp1,cn_opyear_ap,cn_opyear_est,cn_opyear_zip_est,cn_opyear_diff_emp,cn_opyear_diff_qp1,cn_opyear_diff_ap,cn_opyear_diff_est,cn_opyear_diff_zip_est
oupRStsBHVRsxhrEm8-DgA,1,False,2.5,10,5296.69,707,29,74,2,0,3.705091937765205,5.0,1.0,94.92079207920791,2117,3,3.633971291866029,5.0,1.5,206.98564593301438,2117,3,3.5416666666666665,150.04166666666666,-1,-1,62,0.2296650717703349,80733,395225,1632905,3777,44.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,18.91891891891892
InDH4ZQ_byiQ5PyaqgHI8Q,0,False,2.0,5,5296.69,52,28,80,2,0,3.0384615384615383,5.0,1.0,14.288461538461537,69,3,2.933333333333333,5.0,1.0,20.466666666666665,69,3,2.0,5.0,-1,-1,60,0.13333333333333333,75911,320917,1324272,3493,42.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,-6.666666666666667
Rhz38lsptoxX9IWS641LFA,1,True,4.0,21,5296.69,104,6,87,1,0,4.225961538461538,5.0,1.0,12.221153846153848,98,3,4.142857142857143,5.0,3.5,36.285714285714285,55,5,4.5,18.666666666666668,-1,-1,71,0.42857142857142855,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
JRh14J_be0jl7Wbt412vDA,1,True,4.0,481,5296.69,723,28,74,4,0,3.717842323651453,5.0,1.0,93.06777316735823,2117,3,3.633971291866029,5.0,1.5,206.98564593301438,2117,3,3.8780487804878048,340.609756097561,-1,-1,62,0.5885167464114832,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
GHS1rVjO-RMcRB6WJLpCDQ,1,True,4.0,964,5296.69,497,12,83,4,0,3.7696177062374248,5.0,1.0,40.75855130784709,1022,3,3.608333333333333,5.0,2.0,175.9,1022,3,4.1,792.6,-1,-1,68,0.08333333333333333,65813,241023,1041448,2953,41.0,10.828014751696614,10.2504871600172,12.74645234208213,6.146657081236521,7.894736842105263
3QzPhQ3ltbon0-1gC7Q18Q,0,False,4.0,47,5296.69,711,29,74,8,0,3.709563994374121,5.0,1.0,94.49367088607596,2117,3,3.633971291866029,5.0,1.5,206.98564593301438,2117,3,3.8418367346938775,272.7857142857143,-1,-1,62,0.937799043062201,89310,429714,1830119,4020,47.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,2.1739130434782608
P4Plzlfm4uJjNmH3wY4W1Q,0,False,3.0,69,5296.69,52,28,82,3,0,3.0480769230769234,5.0,1.0,14.634615384615385,69,3,2.933333333333333,5.0,1.0,20.466666666666665,69,3,2.321428571428572,36.785714285714285,-1,-1,60,0.9333333333333332,75911,320917,1324272,3493,42.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,-6.666666666666667
oKATEDDmUGDDr-tIbDX5Pg,1,False,5.0,18,5296.69,488,18,82,5,0,3.7120901639344255,5.0,1.0,51.46516393442622,1853,3,3.4944444444444445,5.0,1.5,136.06666666666666,964,3,3.753333333333333,130.6266666666667,-1,-1,65,0.8333333333333334,92482,455339,1888151,4153,46.0,3.551673944687045,5.963268592598799,3.17094134315856,3.308457711442786,-2.127659574468085
8t4RND0dQhO0MBvyuMVkKA,1,False,4.0,12,5296.69,44,31,84,5,0,3.4431818181818183,5.0,1.0,33.22727272727273,415,3,3.071428571428572,4.5,1.5,50.85714285714285,415,3,3.555555555555556,29.777777777777782,-1,-1,64,0.6428571428571429,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
SmkGXa3XVZTXV04IcBkwLg,1,True,3.5,78,5296.69,223,9,91,5,0,3.659192825112108,5.0,1.0,28.452914798206283,1096,3,3.704545454545455,5.0,2.0,104.77272727272728,1096,3,3.62,36.44,-1,-1,72,1.1363636363636365,75911,320917,1324272,3493,42.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,-6.666666666666667
t11XP4951u7XmfayZYb5rQ,0,False,4.0,5,5296.69,53,28,81,3,0,3.0283018867924527,5.0,1.0,14.264150943396224,69,3,2.933333333333333,5.0,1.0,20.466666666666665,69,3,3.388888888888889,11.666666666666664,-1,-1,60,0.6,88030,452243,1867953,3904,46.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,4.545454545454546
nhjYGdlR5Yw5-uOQqCVF8A,1,False,2.0,12,5296.69,53,28,81,3,0,3.150943396226415,5.0,1.0,13.962264150943394,69,3,2.933333333333333,5.0,1.0,20.466666666666665,69,3,2.321428571428572,36.785714285714285,-1,-1,60,0.9333333333333332,77580,348547,1463633,3661,45.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,4.651162790697675
YODpEX6xACHoERsIol4-gg,1,False,2.5,14,5296.69,51,29,80,3,0,3.147058823529412,5.0,1.0,14.372549019607847,69,3,2.933333333333333,5.0,1.0,20.466666666666665,69,3,2.3076923076923075,34.46153846153846,-1,-1,60,0.8666666666666667,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
er6OO20_aWhhaVuIABTj2Q,0,False,3.0,4,5296.69,41,19,78,1,0,3.609756097560976,5.0,1.0,21.97560975609756,381,3,3.4375,4.5,1.5,13.5,43,3,3.75,19.5,-1,-1,25,0.5,76479,331289,1369444,3630,43.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-6.521739130434782
q1tKmIMgDdBGwLzcuxnmtg,1,False,2.0,14,5296.69,40,35,85,1,0,3.55,5.0,1.0,34.225,415,3,3.321428571428572,5.0,1.5,51.64285714285714,415,3,2.2,14.4,-1,-1,71,0.35714285714285715,80733,395225,1632905,3777,44.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,18.91891891891892
YZGSNhgTS6YeyUYoivD-Ww,1,True,3.5,527,5296.69,737,27,75,7,0,3.772048846675713,5.0,1.0,88.30936227951153,1963,3,3.6348039215686274,5.0,1.5,198.77450980392157,1963,3,3.7838541666666665,291.9479166666667,-1,-1,63,0.9411764705882352,73202,281868,1189160,3213,45.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,9.75609756097561
G3u4eA85qY8t3LWtiU27qQ,0,False,3.0,4,5296.69,51,29,82,1,0,3.4705882352941178,5.0,1.0,30.058823529411764,415,3,3.1333333333333333,4.5,1.5,48.6,415,3,3.5,17.0,-1,-1,60,0.2,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
kB1S2GJUjE2k3XN1WQS9tQ,1,False,2.0,28,5296.69,40,35,85,4,0,3.55,5.0,1.0,34.225,415,3,3.321428571428572,5.0,1.5,51.64285714285714,415,3,2.769230769230769,27.615384615384613,-1,-1,71,0.9285714285714286,80733,395225,1632905,3777,44.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,18.91891891891892
hD4nmY8c9FRsBNzN1QjObQ,0,False,3.5,11,5296.69,34,17,76,2,0,3.1911764705882355,5.0,1.0,32.529411764705884,381,3,3.6666666666666665,4.5,3.0,15.5,43,4,3.7,17.8,-1,-1,16,0.8333333333333334,92482,455339,1888151,4153,46.0,3.551673944687045,5.963268592598799,3.17094134315856,3.308457711442786,-2.127659574468085
ePVVYZlBCOyPqK_XYnfJWg,1,False,2.5,14,5296.69,41,36,85,2,0,3.475609756097561,5.0,1.0,33.487804878048784,415,3,3.3,5.0,1.5,48.46666666666667,415,3,2.142857142857143,14.0,-1,-1,66,0.4666666666666667,92482,455339,1888151,4153,46.0,3.551673944687045,5.963268592598799,3.17094134315856,3.308457711442786,-2.127659574468085
lYsq47uDzdjYUGtyUq8aaQ,0,False,4.0,376,5296.69,401,16,85,3,0,3.659600997506234,5.0,1.0,46.219451371571076,1853,3,3.4692307692307693,5.0,1.5,137.64615384615385,964,3,3.4642857142857144,145.35714285714286,-1,-1,69,0.2153846153846154,77580,348547,1463633,3661,45.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,4.651162790697675
TtqvXhjmXXd0nhibRAbpRg,1,True,4.0,106,5296.69,226,9,92,6,0,3.648230088495575,5.0,1.0,28.150442477876105,1096,3,3.704545454545455,5.0,2.0,104.77272727272728,1096,3,3.9375,93.25,-1,-1,72,0.3636363636363637,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,9.523809523809524
oYWixgv1kiPV1j02TYzaPA,0,False,3.0,97,5296.69,226,9,92,1,0,3.648230088495575,5.0,1.0,28.150442477876105,1096,3,3.704545454545455,5.0,2.0,104.77272727272728,1096,3,3.5,65.33333333333333,-1,-1,72,0.13636363636363635,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,9.523809523809524
jOMtqF2XnRgOZ2eOVLoxGA,1,True,4.5,43,5296.69,57,29,82,5,0,3.4736842105263164,5.0,1.0,28.842105263157894,415,3,3.2058823529411766,4.5,1.5,44.941176470588225,415,3,3.7222222222222223,78.5,-1,-1,58,1.0588235294117647,88030,452243,1867953,3904,46.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,4.545454545454546
NoA6bD6W7z_Aztk_cOU5cg,1,False,3.0,288,5296.69,436,13,83,6,0,3.75802752293578,5.0,1.0,37.438073394495405,1022,3,3.560344827586207,5.0,1.5,151.94827586206898,1022,3,3.6875,206.29166666666663,-1,-1,65,0.8275862068965517,92482,455339,1888151,4153,46.0,3.551673944687045,5.963268592598799,3.17094134315856,3.308457711442786,-2.127659574468085
ItqPtxnayraXSlBS0EMOgg,1,True,4.5,951,5296.69,928,24,78,4,0,3.818426724137931,5.0,1.0,81.70043103448276,2117,3,3.65,5.0,1.5,208.53478260869565,2117,3,3.826446280991736,261.17355371900834,-1,-1,66,0.5260869565217391,88030,452243,1867953,3904,46.0,9.038435336231776,14.426718957555822,14.394468753540469,3.3624569764363255,4.545454545454546
Seq3iuRR5vThdVeXDc6Dnw,0,False,3.0,17,5296.69,529,11,83,2,0,3.768431001890359,5.0,1.0,35.81663516068053,1096,3,3.608333333333333,5.0,2.0,161.95,1096,3,3.0,30.421052631578952,-1,-1,68,0.31666666666666665,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
EUWBT5GDxPC95w9itZ1EHw,1,True,3.5,519,5296.69,739,27,75,1,0,3.771989174560217,5.0,1.0,87.99188092016239,1963,3,3.627450980392157,5.0,1.5,198.54901960784318,1963,3,2.7,254.8,-1,-1,63,0.024509803921568627,65813,241023,1041448,2953,41.0,10.828014751696614,10.2504871600172,12.74645234208213,6.146657081236521,7.894736842105263
5tzNOeow197qn-a0tUJdVA,1,True,4.0,55,5296.69,493,11,83,7,0,3.7657200811359037,5.0,1.0,39.973630831643,1022,3,3.603448275862069,5.0,2.0,176.6551724137931,1022,3,3.771739130434783,130.58695652173913,-1,-1,67,0.7931034482758621,77580,348547,1463633,3661,45.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,4.651162790697675
1NZNZHnGE4-FLZmU6xp3oQ,1,False,2.0,32,5296.69,509,12,83,2,0,3.793713163064833,5.0,1.0,41.43811394891945,1022,3,3.645161290322581,5.0,2.0,180.11290322580646,1022,3,2.5384615384615383,24.69230769230769,-1,-1,69,0.20967741935483872,89310,429714,1830119,4020,47.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,2.1739130434782608
TiGaN6511lg_SgO2U75_FA,1,False,2.5,7,5296.69,484,12,83,2,0,3.783057851239669,5.0,1.0,42.08057851239669,1022,3,3.658333333333333,5.0,2.0,183.3,1022,3,3.239130434782609,67.1304347826087,-1,-1,71,0.38333333333333336,77580,348547,1463633,3661,45.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,4.651162790697675
sVrkLeKlDfCKjQWfcHVqrg,1,False,2.0,34,5296.69,48,31,79,2,0,3.03125,5.0,1.0,15.416666666666664,69,3,2.933333333333333,5.0,1.0,20.466666666666665,69,3,2.6,29.7,-1,-1,60,0.6666666666666666,76479,331289,1369444,3630,43.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-6.521739130434782
tcclqqE4T8XbgS-02vsl6A,1,False,4.0,8,5296.69,588,14,80,4,0,3.8171768707482987,5.0,1.0,39.44047619047619,1022,3,3.7068965517241383,5.0,1.5,142.2528735632184,1022,3,4.15,39.5,-1,-1,58,0.11494252873563217,89310,429714,1830119,4020,47.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,2.1739130434782608
0odAupWjDV8gwhaLqyh1-A,1,False,2.0,29,5296.69,492,11,83,4,0,3.776422764227642,5.0,1.0,39.44918699186992,1022,3,3.601694915254237,5.0,2.0,174.10169491525426,1022,3,3.2142857142857144,107.14285714285714,-1,-1,67,0.4745762711864407,92482,455339,1888151,4153,46.0,3.551673944687045,5.963268592598799,3.17094134315856,3.308457711442786,-2.127659574468085
wD7Qg9eounsAtUZjlMZOuA,1,False,2.0,8,5296.69,493,12,83,1,0,3.783975659229209,5.0,1.0,41.582150101419884,1022,3,3.658333333333333,5.0,2.0,183.3,1022,3,2.0,20.0,-1,-1,71,0.03333333333333333,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
yBxzqKXHhvNVaFnEOd4f7Q,1,True,4.0,99,5296.69,223,9,91,1,0,3.645739910313901,5.0,1.0,28.42152466367713,1096,3,3.704545454545455,5.0,2.0,104.77272727272728,1096,3,4.0,99.0,-1,-1,72,0.045454545454545456,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
QuIHYWB9l3NtyWETwwpCaQ,0,False,4.5,3,5296.69,529,11,84,1,0,3.7759924385633266,5.0,1.0,35.858223062381846,1096,3,3.60655737704918,5.0,2.0,165.09836065573768,1096,3,3.25,3.0,-1,-1,67,0.032786885245901634,75911,320917,1324272,3493,42.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,-6.666666666666667
cRtPP-AKezf0m94W-aisYA,1,False,3.0,4,5296.69,519,12,83,0,0,3.810211946050096,5.0,1.0,40.98265895953757,1022,3,3.6349206349206344,5.0,2.0,182.12698412698413,1022,3,-1.0,-1.0,-1,-1,69,0.0,92482,455339,1888151,4153,46.0,3.551673944687045,5.963268592598799,3.17094134315856,3.308457711442786,-2.127659574468085
O_YSJEMk2GzcmnwXWBj74g,1,False,2.5,20,5296.69,707,29,74,4,0,3.705091937765205,5.0,1.0,94.92079207920791,2117,3,3.633971291866029,5.0,1.5,206.98564593301438,2117,3,3.638095238095238,197.34285714285718,-1,-1,62,0.5023923444976076,77580,348547,1463633,3661,45.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,4.651162790697675
9wUIxdYz-CCpGRLu9BxJdg,1,False,2.0,19,5296.69,493,11,83,2,0,3.7657200811359037,5.0,1.0,39.973630831643,1022,3,3.603448275862069,5.0,2.0,176.6551724137931,1022,3,3.1,80.4,-1,-1,67,0.08620689655172414,89310,429714,1830119,4020,47.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,2.1739130434782608
gMwqeg2s0a8JAC5DqSyM2A,0,False,4.5,3,5296.69,709,29,74,1,0,3.708039492242595,5.0,1.0,94.70521861777151,2117,3,3.6357142857142857,5.0,1.5,206.23809523809524,2117,3,3.928571428571429,273.0,-1,-1,62,0.1,75911,320917,1324272,3493,42.0,3.7007185596021968,13.853647806774802,11.36196979380403,8.714596949891067,-6.666666666666667
Qc0l8rZ3nvrcERitgxu8XA,1,True,4.5,1096,5296.69,224,9,91,2,0,3.678571428571429,5.0,1.0,28.370535714285715,1096,3,3.704545454545455,5.0,2.0,104.77272727272728,1096,3,4.5,1096.0,-1,-1,72,0.09090909090909093,81941,343796,1403707,3675,46.0,7.94351279788173,7.129257720843707,5.998390058839876,5.210420841683367,9.523809523809524
K_URSTcq_chiWPcMpuo3Qw,0,False,3.5,143,5296.69,723,28,74,2,0,3.7130013831258646,5.0,1.0,93.13001383125864,2117,3,3.633971291866029,5.0,1.5,206.98564593301438,2117,3,3.615384615384616,221.9230769230769,-1,-1,62,0.062200956937799035,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
g2K86Bq8Dz-ikGn_yqpwQQ,0,False,3.5,9,5296.69,488,18,82,8,0,3.7120901639344255,5.0,1.0,51.46516393442622,1853,3,3.4944444444444445,5.0,1.5,136.06666666666666,964,3,3.6947368421052635,144.69473684210527,-1,-1,65,1.0555555555555556,80733,395225,1632905,3777,44.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,18.91891891891892
FCP5hYaTtn6dkpmZ_NTvEw,0,False,3.5,209,5296.69,523,12,83,2,0,3.7915869980879533,5.0,1.0,40.80305927342256,1022,3,3.625,5.0,2.0,179.875,1022,3,3.5,141.33333333333334,-1,-1,70,0.046875,73202,281868,1189160,3213,45.0,11.227265129989515,16.946515477775982,14.183329364500196,8.804605485946496,9.75609756097561
sZsJooAzpKqOvDysphkqpQ,1,True,4.0,294,5296.69,709,29,74,2,0,3.708039492242595,5.0,1.0,94.70521861777151,2117,3,3.6357142857142857,5.0,1.5,206.23809523809524,2117,3,4.0,290.44827586206895,-1,-1,62,0.1380952380952381,80733,395225,1632905,3777,44.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,18.91891891891892
9tjX_OuFofQxLTh9pky8KQ,0,False,3.5,6,5296.69,555,11,82,3,0,3.8063063063063054,5.0,1.0,35.1963963963964,1096,3,3.6349206349206344,5.0,2.0,158.3174603174603,1096,3,3.7857142857142856,85.0,-1,-1,66,0.1111111111111111,89310,429714,1830119,4020,47.0,1.4540497557650802,-4.9816138668813,-2.0254256932588777,2.971311475409836,2.1739130434782608
hJX8WoV-KbFVHojZ6i83Cg,1,False,3.5,19,5296.69,226,9,92,3,0,3.648230088495575,5.0,1.0,28.150442477876105,1096,3,3.704545454545455,5.0,2.0,104.77272727272728,1096,3,3.4375,37.25,-1,-1,72,0.7272727272727273,80733,395225,1632905,3777,44.0,3.9918077131153877,8.805772507908017,4.539774160464124,3.9922907488986783,18.91891891891892
4NxIM5xpIEem1IkEkz2I7Q,0,False,3.5,31,5296.69,373,10,86,1,0,3.5978552278820377,5.0,1.0,27.528150134048254,1022,3,3.358974358974359,5.0,2.0,100.30769230769229,1022,3,3.4166666666666665,159.83333333333334,-1,-1,66,0.15384615384615385,77634,363239,1561994,3632,37.0,0.06960556844547564,4.215213443237211,6.720332214428071,-0.7921332969134116,-17.77777777777778
nRNWaEuPtfcyR8pI-LnASA,1,False,3.0,5,5296.69,484,12,83,1,0,3.783057851239669,5.0,1.0,42.08057851239669,1022,3,3.658333333333333,5.0,2.0,183.3,1022,3,3.875,227.75,-1,-1,71,0.06666666666666668,76479,331289,1369444,3630,43.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-6.521739130434782
RvXOCaZokr_sfoLQpm1JRQ,1,False,2.5,9,5296.69,512,12,83,1,0,3.7998046875,5.0,1.0,41.2421875,1022,3,3.645161290322581,5.0,2.0,180.11290322580646,1022,3,3.25,32.0,-1,-1,69,0.03225806451612903,76479,331289,1369444,3630,43.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,-6.521739130434782
kgffcoxT6BQp-gJ-UQ7Czw,1,False,2.5,13,3731.16,132,18,89,2,0,3.8446969696969697,5.0,1.0,37.30303030303031,655,3,3.7,5.0,2.0,116.92,655,4,3.555555555555556,58.0,-1,-1,72,0.36,77580,348547,1463633,3661,31.0,1.4396108735731379,5.20934893703081,6.877900812300466,0.8539944903581268,6.896551724137931
0jtRI7hVMpQHpUVtUy4ITw,1,True,4.0,242,3731.16,134,18,89,6,0,3.8432835820895517,5.0,1.0,36.865671641791046,655,3,3.7,5.0,2.0,116.92,655,4,4.088235294117647,137.70588235294122,-1,-1,72,0.68,76479,331289,1369444,3630,29.0,-6.665771713794072,-3.6379131810724963,-2.440894004233077,-1.2244897959183674,3.571428571428571
